Numéro d'ordre;Indiction;Année;Mois;Jour;Type d’acte;Titre;Prénoms;Nom;Domicile;Rôle;Notes;Lieu mentionné;Transcription;Page;Vue;Notaire;Ville;Releveur;Cote;URL
460;15;1587;1;17;Procuration;Procura p m.r Gaspar Thaone;Gaspard;Thaon;Lantosque;Partie 1;;;;325;292;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/292
461;15;1587;1;17;Quittance;Quitansa p Otho Balbo da And.a Moissino;André;Moissin;Lantosque;Partie 1;;;;325;293;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/293
461;15;1587;1;17;Quittance;Quitansa p Otho Balbo da And.a Moissino;Otho;Balbo;Lantosque;Partie 2;;;;325;293;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/293
462;15;1587;2;1;Quittance;Quitansa p m.r Paulo Thaoni con recog.e p Margarita soa figliola da m.o Loisone Salamone;Louison;Salamone;La Bollène;Partie 1;Marguerite est l’épouse de Louison Salamone;;;326;293;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/293
462;15;1587;2;1;Quittance;Quitansa p m.r Paulo Thaoni con recog.e p Margarita soa figliola da m.o Loisone Salamone;Paul;Thaon;Lantosque;Partie 2;Marguerite est l’épouse de Louison Salamone;;;326;293;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/293
462;15;1587;2;1;Quittance;Quitansa p m.r Paulo Thaoni con recog.e p Margarita soa figliola da m.o Loisone Salamone;Nicolas;Barrale;Lucéram;Partie 3;Marguerite est l’épouse de Louison Salamone;;;326;293;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/293
462;15;1587;2;1;Quittance;Quitansa p m.r Paulo Thaoni con recog.e p Margarita soa figliola da m.o Loisone Salamone;Marguerite;Thaon;Lantosque;Partie 4;Marguerite est l’épouse de Louison Salamone;;;326;293;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/293
463;15;1587;2;1;Quittance;Quitansa p d.o Thaoni e recog.ne p Loiseta soa figliola da m.o Pauleto Salamone suo di detto Loiseta marito;Paulin;Salamone;La Bollène;Partie 1;Louisette est l’épouse de Paulin Salamone;;;326;294;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/294
463;15;1587;2;1;Quittance;Quitansa p d.o Thaoni e recog.ne p Loiseta soa figliola da m.o Pauleto Salamone suo di detto Loiseta marito;Paul;Thaon;Lantosque;Partie 2;Louisette est l’épouse de Paulin Salamone;;;326;294;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/294
463;15;1587;2;1;Quittance;Quitansa p d.o Thaoni e recog.ne p Loiseta soa figliola da m.o Pauleto Salamone suo di detto Loiseta marito;Louisette;Thaon;Lantosque;Partie 3;Louisette est l’épouse de Paulin Salamone;;;326;294;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/294
464;15;1587;2;3;Soumission;Sottomissione p Honorato Otto da Cipriano Passerone Gilli;Honoré;Otto;;Partie 1;;;;327;294;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/294
464;15;1587;2;3;Soumission;Sottomissione p Honorato Otto da Cipriano Passerone Gilli;Cyprien;Passeron Gili;;Partie 2;;;;327;294;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/294
464;15;1587;2;3;Soumission;Sottomissione p Honorato Otto da Cipriano Passerone Gilli;Nicolas;Thaon;;Partie 3;;;;327;294;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/294
465;15;1587;2;3;Crédit;Credito per Lud.co Turrino o sii heredi contra Gio Moissino Milan;Jean;Moissin Milan;;Partie 1;Acte barré (09/11/1587);;;327;295;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/295
465;15;1587;2;3;Crédit;Credito per Lud.co Turrino o sii heredi contra Gio Moissino Milan;Louis †;Torrin;;Partie 2;Acte barré (09/11/1587);;;327;295;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/295
466;15;1587;2;5;Dation en paie;Insolutioni datione p il nob. Lud.co di Transio da Gaspar Thaone;Gaspard;Thaon;Lantosque;Partie 1;;;;328;295;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/295
466;15;1587;2;5;Dation en paie;Insolutioni datione p il nob. Lud.co di Transio da Gaspar Thaone;Guillaume †;Thaon;Lantosque;Partie 2;;;;328;295;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/295
466;15;1587;2;5;Dation en paie;Insolutioni datione p il nob. Lud.co di Transio da Gaspar Thaone;Louison;Di Transio;Sospel;Partie 3;;;;328;295;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/295
466;15;1587;2;5;Dation en paie;Insolutioni datione p il nob. Lud.co di Transio da Gaspar Thaone;Philippe;Thaon;Lantosque;Partie 4;;;;328;295;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/295
467;15;1587;2;9;Cens compromissoire;Censa compromiss.o p gli v.li m.r And.a Fulconis priore m.r Gio Filippo Fulconis suo frali p uno et m.r Fran.co Bertrandi p l altra;André;Fulconis;;Partie 1;;;;329;296;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/296
467;15;1587;2;9;Cens compromissoire;Censa compromiss.o p gli v.li m.r And.a Fulconis priore m.r Gio Filippo Fulconis suo frali p uno et m.r Fran.co Bertrandi p l altra;Jean Philippe;Fulconis;;Partie 2;;;;329;296;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/296
467;15;1587;2;9;Cens compromissoire;Censa compromiss.o p gli v.li m.r And.a Fulconis priore m.r Gio Filippo Fulconis suo frali p uno et m.r Fran.co Bertrandi p l altra;François;Bertrando;;Partie 3;;;;329;296;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/296
468;15;1587;2;10;Achat;Compra p m.o Gio Rostagno da Stefano & Durante Passeroni frali;Etienne;Passeron;Lantosque;Partie 1;;;;330;298;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/298
468;15;1587;2;10;Achat;Compra p m.o Gio Rostagno da Stefano & Durante Passeroni frali;Durand;Passeron;Lantosque;Partie 2;;;;330;298;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/298
468;15;1587;2;10;Achat;Compra p m.o Gio Rostagno da Stefano & Durante Passeroni frali;Jean;Rostagno;;Partie 3;;;;330;298;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/298
468;15;1587;2;10;Achat;Compra p m.o Gio Rostagno da Stefano & Durante Passeroni frali;Honoré †;Bertoni;;Partie 4;;;;330;298;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/298
469;15;1587;2;10;Quittance;Quitansa p Stefano e Durante Passeroni frali e recog.o.ne per H.ta moglie di Gio.to Auda da esso q.ssa;Jeannet;Auda;Lantosque;Partie 1;Jeannet est fils de Gaspard et Honorate est son épouse;;;331;298;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/298
469;15;1587;2;10;Quittance;Quitansa p Stefano e Durante Passeroni frali e recog.o.ne per H.ta moglie di Gio.to Auda da esso q.ssa;Honorate;Passeron Gili;Lantosque;Partie 2;Jeannet est fils de Gaspard et Honorate est son épouse;;;331;298;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/298
469;15;1587;2;10;Quittance;Quitansa p Stefano e Durante Passeroni frali e recog.o.ne per H.ta moglie di Gio.to Auda da esso q.ssa;Etienne;Passeron Gili;Lantosque;Partie 3;Jeannet est fils de Gaspard et Honorate est son épouse;;;331;298;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/298
469;15;1587;2;10;Quittance;Quitansa p Stefano e Durante Passeroni frali e recog.o.ne per H.ta moglie di Gio.to Auda da esso q.ssa;Durand;Passeron Gili;Lantosque;Partie 4;Jeannet est fils de Gaspard et Honorate est son épouse;;;331;298;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/298
470;15;1587;2;10;Crédit;Credito p m.o Gaspar Thaone contra Stefano e Durante Passeroni;Etienne;Passeron;Lantosque;Partie 1;;;;332;300;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/300
470;15;1587;2;10;Crédit;Credito p m.o Gaspar Thaone contra Stefano e Durante Passeroni;Durand;Passeron;Lantosque;Partie 2;;;;332;300;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/300
470;15;1587;2;10;Crédit;Credito p m.o Gaspar Thaone contra Stefano e Durante Passeroni;Gaspard;Thaon Bastier;Lantosque;Partie 3;;;;332;300;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/300
470;15;1587;2;10;Crédit;Credito p m.o Gaspar Thaone contra Stefano e Durante Passeroni;Otho;Thaon Bastier;Lantosque;Partie 4;;;;332;300;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/300
471;15;1587;2;16;Crédit;Credito p m.o Antio Thaone fu Gioaco q.a Durando Raimondo;Durand;Raimondo;Lantosque;Partie 1;Acte barré (26/10/1587);;;332;300;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/300
471;15;1587;2;16;Crédit;Credito p m.o Antio Thaone fu Gioaco q.a Durando Raimondo;Antoine;Thaon;Lantosque;Partie 2;Acte barré (26/10/1587);;;332;300;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/300
471;15;1587;2;16;Crédit;Credito p m.o Antio Thaone fu Gioaco q.a Durando Raimondo;Jacques †;Thaon;Lantosque;Partie 3;Acte barré (26/10/1587);;;332;300;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/300
472;15;1587;2;16;Mandement volontaire;Mand.o volon.o p d.o Thaone q.a Berto Truco dil Molineto;Antoine;Thaon;Lantosque;Partie 1;Acte barré (03/10/1587);;;333;300;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/300
472;15;1587;2;16;Mandement volontaire;Mand.o volon.o p d.o Thaone q.a Berto Truco dil Molineto;Jacques †;Thaon;Lantosque;Partie 2;Acte barré (03/10/1587);;;333;300;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/300
472;15;1587;2;16;Mandement volontaire;Mand.o volon.o p d.o Thaone q.a Berto Truco dil Molineto;Barthélemy;Truchi;Moulinet;Partie 3;Acte barré (03/10/1587);;;333;300;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/300
473;15;1587;2;16;Achat;Compra p m.o Gaspar Thaoni da Gaspar Thaone e H.to figliolo;Gaspard;Thaon;Lantosque;Partie 1;;;;333;301;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/301
473;15;1587;2;16;Achat;Compra p m.o Gaspar Thaoni da Gaspar Thaone e H.to figliolo;Guillaume †;Thaon;Lantosque;Partie 2;;;;333;301;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/301
473;15;1587;2;16;Achat;Compra p m.o Gaspar Thaoni da Gaspar Thaone e H.to figliolo;Honoré;Thaon;Lantosque;Partie 3;;;;333;301;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/301
473;15;1587;2;16;Achat;Compra p m.o Gaspar Thaoni da Gaspar Thaone e H.to figliolo;Otho;Thaon;Lantosque;Partie 4;;;;333;301;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/301
474;15;1587;2;23;Crédit;Credito per m.o Anthonio Thaone fu Giacomo contra Antio Raimondo fu Pietro;Antoine;Raimondo;Lantosque;Partie 1;Acte barré (27/09/1587);;;334;301;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/301
474;15;1587;2;23;Crédit;Credito per m.o Anthonio Thaone fu Giacomo contra Antio Raimondo fu Pietro;Pierre †;Raimondo;Lantosque;Partie 2;Acte barré (27/09/1587);;;334;301;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/301
474;15;1587;2;23;Crédit;Credito per m.o Anthonio Thaone fu Giacomo contra Antio Raimondo fu Pietro;Antoine;Thaon;Lantosque;Partie 3;Acte barré (27/09/1587);;;334;301;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/301
474;15;1587;2;23;Crédit;Credito per m.o Anthonio Thaone fu Giacomo contra Antio Raimondo fu Pietro;Jacques †;Thaon;Lantosque;Partie 4;Acte barré (27/09/1587);;;334;301;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/301
475;15;1587;2;23;Cession;Cessione p Loisone Cerre da Pietro Malausena;Pierre;Malaussena;Lantosque;Partie 1;;;;334;302;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/302
475;15;1587;2;23;Cession;Cessione p Loisone Cerre da Pietro Malausena;Louison;Serre;Lantosque;Partie 2;;;;334;302;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/302
476;15;1587;3;10;Crédit;Credito per m.o Antio Thaone fu Giacomo contra Gio Lud.co Gaglio;Jean Louis;Gaglio;Lantosque;Partie 1;;;;335;302;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/302
476;15;1587;3;10;Crédit;Credito per m.o Antio Thaone fu Giacomo contra Gio Lud.co Gaglio;Antoine;Thaon;Lantosque;Partie 2;;;;335;302;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/302
476;15;1587;3;10;Crédit;Credito per m.o Antio Thaone fu Giacomo contra Gio Lud.co Gaglio;Jacques †;Thaon;Lantosque;Partie 3;;;;335;302;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/302
477;15;1587;3;16;Convention;Conventione p la Co.ta di Lan.ca con m.o Gio Rostagno Pietro Thaone gionto Io not.o sotto.to p la panataria;Pierre;Thaon;;Partie 1;Pierre Thaon et Jeannet Doya sont syndics;;;335;303;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/303
477;15;1587;3;16;Convention;Conventione p la Co.ta di Lan.ca con m.o Gio Rostagno Pietro Thaone gionto Io not.o sotto.to p la panataria;Jeannet;Doya;;Partie 2;Pierre Thaon et Jeannet Doya sont syndics;;;335;303;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/303
477;15;1587;3;16;Convention;Conventione p la Co.ta di Lan.ca con m.o Gio Rostagno Pietro Thaone gionto Io not.o sotto.to p la panataria;Jean;Rostagno;;Partie 3;Pierre Thaon et Jeannet Doya sont syndics;;;335;303;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/303
477;15;1587;3;16;Convention;Conventione p la Co.ta di Lan.ca con m.o Gio Rostagno Pietro Thaone gionto Io not.o sotto.to p la panataria;Jean Antoine;Auda;;Partie 4;Pierre Thaon et Jeannet Doya sont syndics;;;335;303;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/303
478;15;1587;3;16;Mandement volontaire;Mand.to volon.o p Peirone Thaone Bastier q.a Fran.co Balbo;François;Balbo;Lantosque;Partie 1;;;;336;304;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/304
478;15;1587;3;16;Mandement volontaire;Mand.to volon.o p Peirone Thaone Bastier q.a Fran.co Balbo;Pieron;Thaon Bastier;;Partie 2;;;;336;304;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/304
479;15;1587;3;30;Achat;Compra per gli heredi di fu Lod.co Passerone Rabon dal probo Pietro Gallo di Lucerame;Pierre;Gallo;Lucéram;Partie 1;;;;336;304;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/304
479;15;1587;3;30;Achat;Compra per gli heredi di fu Lod.co Passerone Rabon dal probo Pietro Gallo di Lucerame;Isnard †;Gallo;Lucéram;Partie 2;;;;336;304;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/304
479;15;1587;3;30;Achat;Compra per gli heredi di fu Lod.co Passerone Rabon dal probo Pietro Gallo di Lucerame;Louis;Passeron Rabon;Lantosque;Partie 3;;;;336;304;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/304
480;15;1587;4;1;Mandement volontaire;Mand.to volon.o p m.o Antonio Thaone fu Giacomo contra m.o Gio Lud.co Rainardo de Belveder;Jean Louis;Rainardo;Belvédère;Partie 1;Acte barré (13/03/1588);;;337;305;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/305
480;15;1587;4;1;Mandement volontaire;Mand.to volon.o p m.o Antonio Thaone fu Giacomo contra m.o Gio Lud.co Rainardo de Belveder;Antoine;Thaon;;Partie 2;Acte barré (13/03/1588);;;337;305;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/305
480;15;1587;4;1;Mandement volontaire;Mand.to volon.o p m.o Antonio Thaone fu Giacomo contra m.o Gio Lud.co Rainardo de Belveder;Jacques †;Thaon;;Partie 3;Acte barré (13/03/1588);;;337;305;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/305
481;15;1587;4;2;Réméré;Retrovend.o.ne p m.o Giuvenale Auda da Antio suo fralo;Antoine;Auda;Lantosque;Partie 1;;;;338;305;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/305
481;15;1587;4;2;Réméré;Retrovend.o.ne p m.o Giuvenale Auda da Antio suo fralo;Juvénal;Auda;Lantosque;Partie 2;;;;338;305;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/305
482;15;1587;4;6;Crédit;Credito p m.r Isoardo Sicardo contra Gio.to Cerre;Jeannet;Serre;;Partie 1;;;;338;306;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/306
482;15;1587;4;6;Crédit;Credito p m.r Isoardo Sicardo contra Gio.to Cerre;Isoard;Sicard;;Partie 2;;;;338;306;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/306
483;15;1587;4;6;Quittance;Quitansa p Lud.co Moissino da m.r χρoforo Dadei Peirre de Camiglia figliola e herede di fu m.r Pietro Riccio;Louis;Moissin Bergier;Lantosque;Partie 1;;;;338;306;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/306
483;15;1587;4;6;Quittance;Quitansa p Lud.co Moissino da m.r χρoforo Dadei Peirre de Camiglia figliola e herede di fu m.r Pietro Riccio;Pierre †;Riccio;Sospel;Partie 2;;;;338;306;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/306
483;15;1587;4;6;Quittance;Quitansa p Lud.co Moissino da m.r χρoforo Dadei Peirre de Camiglia figliola e herede di fu m.r Pietro Riccio;Camille;Riccio;;Partie 3;;;;338;306;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/306
483;15;1587;4;6;Quittance;Quitansa p Lud.co Moissino da m.r χρoforo Dadei Peirre de Camiglia figliola e herede di fu m.r Pietro Riccio;Christophe;Dadei;;Partie 4;;;;338;306;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/306
484;15;1587;4;6;Quittance;Quitansa p m.r And.a Drago da Lud.o Sig.r Fiscale e Peirre comosopra;André;Drago;;Partie 1;;;;339;306;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/306
484;15;1587;4;6;Quittance;Quitansa p m.r And.a Drago da Lud.o Sig.r Fiscale e Peirre comosopra;Pierre;Riccio;Sospel;Partie 2;;;;339;306;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/306
484;15;1587;4;6;Quittance;Quitansa p m.r And.a Drago da Lud.o Sig.r Fiscale e Peirre comosopra;Christophe;Dadei;;Partie 3;;;;339;306;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/306
484;15;1587;4;6;Quittance;Quitansa p m.r And.a Drago da Lud.o Sig.r Fiscale e Peirre comosopra;Camille;Riccio;;Partie 4;;;;339;306;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/306
485;15;1587;4;13;Achat;Compra per Gio.to Turrino da Filippo Buffone;Philippe;Buffon;Lantosque;Partie 1;;;;340;307;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/307
485;15;1587;4;13;Achat;Compra per Gio.to Turrino da Filippo Buffone;Jeannet;Torrin;Lantosque;Partie 2;;;;340;307;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/307
485;15;1587;4;13;Achat;Compra per Gio.to Turrino da Filippo Buffone;Louis †;Torrin;Lantosque;Partie 3;;;;340;307;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/307
486;15;1587;4;13;Achat;Compra p Giacomo Dalone da Giaumone & Gio.to Turrini frali;Jaumon;Torrin;Lantosque;Partie 1;;;;340;308;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/308
486;15;1587;4;13;Achat;Compra p Giacomo Dalone da Giaumone & Gio.to Turrini frali;Jeannet;Torrin;Lantosque;Partie 2;;;;340;308;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/308
486;15;1587;4;13;Achat;Compra p Giacomo Dalone da Giaumone & Gio.to Turrini frali;Louis †;Torrin;Lantosque;Partie 3;;;;340;308;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/308
486;15;1587;4;13;Achat;Compra p Giacomo Dalone da Giaumone & Gio.to Turrini frali;Jacques;Dalloni;Lantosque;Partie 4;;;;340;308;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/308
487;15;1587;4;14;Achat;Compra p m.r Antio Lanti da Honorato Moissino di fu Antio dit Terno;Honoré;Moissin;;Partie 1;Terrain situé aux Maurin;;;341;308;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/308
487;15;1587;4;14;Achat;Compra p m.r Antio Lanti da Honorato Moissino di fu Antio dit Terno;Antoine †;Moissin;;Partie 2;Terrain situé aux Maurin;;;341;308;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/308
487;15;1587;4;14;Achat;Compra p m.r Antio Lanti da Honorato Moissino di fu Antio dit Terno;Antoine;Lanti;;Partie 3;Terrain situé aux Maurin;;;341;308;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/308
488;15;1587;4;14;Crédit;Credito p m.o Gaspar Thaone contra Gio Lod.co Guillone di fu Guillome;Jean Louis;Guillone;La Bollène;Partie 1;Acte barré (31/05/1589);;;341;309;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/309
488;15;1587;4;14;Crédit;Credito p m.o Gaspar Thaone contra Gio Lod.co Guillone di fu Guillome;Guillaume †;Guillone;La Bollène;Partie 2;Acte barré (31/05/1589);;;341;309;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/309
488;15;1587;4;14;Crédit;Credito p m.o Gaspar Thaone contra Gio Lod.co Guillone di fu Guillome;Gaspard;Thaon;Lantosque;Partie 3;Acte barré (31/05/1589);;;341;309;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/309
489;15;1587;4;18;Cession;Cessione p m.r Durando Cerre da Giacobo Dalone;Jacques;Dallò;Lantosque;Partie 1;Durand Serre est chirurgien;;;341;309;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/309
489;15;1587;4;18;Cession;Cessione p m.r Durando Cerre da Giacobo Dalone;Durand;Serre;Lantosque;Partie 2;Durand Serre est chirurgien;;;341;309;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/309
