Numéro d'ordre;Indiction;Année;Mois;Jour;Type d’acte;Titre;Prénoms;Nom;Domicile;Rôle;Notes;Lieu mentionné;Transcription;Page;Vue;Notaire;Ville;Releveur;Cote;URL
143;10;1582;5;25;Contentieux avec promesse et ratification;Contensa con promiss.a di m.o H.to Rennisato & de m.o H.to & Antio Thaoni frali con rattifficatione di quele;Honoré;Thaon;Lantosque;Partie 2;;;;99;100;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/100
143;10;1582;5;25;Contentieux avec promesse et ratification;Contensa con promiss.a di m.o H.to Rennisato & de m.o H.to & Antio Thaoni frali con rattifficatione di quele;Antoine;Thaon;Lantosque;Partie 3;;;;99;100;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/100
143;10;1582;5;25;Contentieux avec promesse et ratification;Contensa con promiss.a di m.o H.to Rennisato & de m.o H.to & Antio Thaoni frali con rattifficatione di quele;Valentine;Thaon;Lantosque;Partie 4;;;;99;100;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/100
144;10;1582;6;6;Ratification;Ratifficatione di m.o Ho.to Thaone q d Giaco;Honoré;Thaon;Lantosque;Partie 1;;;;102;104;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/104
144;10;1582;6;6;Ratification;Ratifficatione di m.o Ho.to Thaone q d Giaco;Jacques †;Thaon;Lantosque;Partie 2;;;;102;104;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/104
144;10;1582;6;6;Ratification;Ratifficatione di m.o Ho.to Thaone q d Giaco;Valentine;;;Partie 3;;;;102;104;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/104
145;10;1582;6;21;Débit;Debito di m.o Gaspar Thaone q.a la co.ta di Lan.ca;Philippe;Thaon;Lantosque;Partie 1;;;;103;104;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/104
145;10;1582;6;21;Débit;Debito di m.o Gaspar Thaone q.a la co.ta di Lan.ca;Gaspard;Thaon;Lantosque;Partie 2;;;;103;104;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/104
145;10;1582;6;21;Débit;Debito di m.o Gaspar Thaone q.a la co.ta di Lan.ca;Communauté;;Lantosque;Partie 3;;;;103;104;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/104
146;10;1582;7;2;Quittance;Quitansa di H.to Martelo & recog.e di Giaumona soa cugina da Andrea Passerone Grallier;André;Passeron Gralier;Lantosque;Partie 1;;;;104;105;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/105
146;10;1582;7;2;Quittance;Quitansa di H.to Martelo & recog.e di Giaumona soa cugina da Andrea Passerone Grallier;Honoré;Passeron Gralier;Lantosque;Partie 2;;;;104;105;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/105
146;10;1582;7;2;Quittance;Quitansa di H.to Martelo & recog.e di Giaumona soa cugina da Andrea Passerone Grallier;Jaumone;;;Partie 3;;;;104;105;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/105
146;10;1582;7;2;Quittance;Quitansa di H.to Martelo & recog.e di Giaumona soa cugina da Andrea Passerone Grallier;Honoré;Martelli;Lantosque;Partie 4;;;;104;105;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/105
147;10;1582;7;22;Mariage;Mat.no di Andrea Otto di Antio & di Claudina figliola di fu And.a Thaone;André;Otto Brondé;Lantosque;Partie 1;;;;105;107;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/107
147;10;1582;7;22;Mariage;Mat.no di Andrea Otto di Antio & di Claudina figliola di fu And.a Thaone;Antoine;Otto Brondé;Lantosque;Partie 2;;;;105;107;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/107
147;10;1582;7;22;Mariage;Mat.no di Andrea Otto di Antio & di Claudina figliola di fu And.a Thaone;Claudine;Thaon;;Partie 3;;;;105;107;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/107
147;10;1582;7;22;Mariage;Mat.no di Andrea Otto di Antio & di Claudina figliola di fu And.a Thaone;André †;Thaon;Lantosque;Partie 4;;;;105;107;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/107
148;10;1582;7;28;Débit;Debito di m.r Manuelo Rainardo contra And.e Verano dit Via.e;André;Veran;Nice;Partie 1;;;;108;109;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/109
148;10;1582;7;28;Débit;Debito di m.r Manuelo Rainardo contra And.e Verano dit Via.e;Manuel;Rainardo;Belvédère;Partie 2;;;;108;109;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/109
149;10;1582;9;24;Contentieux;Contensa di arbitracione m Manuele Passerone Gio Nicolao & Tonone Milo nella differenßa di Pietro Milo & gli heredi di Otio Lanti dal Castellar;Marguerite;;Castellar;Partie 1;;;;109;110;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/110
149;10;1582;9;24;Contentieux;Contensa di arbitracione m Manuele Passerone Gio Nicolao & Tonone Milo nella differenßa di Pietro Milo & gli heredi di Otio Lanti dal Castellar;Otho;Lanti;Castellar;Partie 2;;;;109;110;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/110
149;10;1582;9;24;Contentieux;Contensa di arbitracione m Manuele Passerone Gio Nicolao & Tonone Milo nella differenßa di Pietro Milo & gli heredi di Otio Lanti dal Castellar;Pierre;Millo;Lantosque;Partie 3;;;;109;110;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/110
150;10;1582;10;13;Procuration;Procura di Gaspar Auda;Gaspard;Auda;Lantosque;Partie 1;;;;110;112;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/112
150;10;1582;10;13;Procuration;Procura di Gaspar Auda;Honoré;Baudoin;;Partie 2;;;;110;112;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/112
150;10;1582;10;13;Procuration;Procura di Gaspar Auda;Isoard;Sicard;Lantosque;Partie 3;;;;110;112;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/112
151;10;1582;10;25;Achat;Compra di m.o H.to Thaone dil fu Giacomo q di Pietro χρino osu cambio;Pierre;Christini;Lantosque;Partie 1;;;;111;113;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/113
151;10;1582;10;25;Achat;Compra di m.o H.to Thaone dil fu Giacomo q di Pietro χρino osu cambio;Juvénal †;Christini;Lantosque;Partie 2;;;;111;113;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/113
151;10;1582;10;25;Achat;Compra di m.o H.to Thaone dil fu Giacomo q di Pietro χρino osu cambio;Honoré;Thaon;Lantosque;Partie 3;;;;111;113;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/113
151;10;1582;10;25;Achat;Compra di m.o H.to Thaone dil fu Giacomo q di Pietro χρino osu cambio;Jacques †;Thaon;Lantosque;Partie 4;;;;111;113;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/113
152;10;1582;10;25;Mandement volontaire;Mand.to volon.o di d.to χρino q.a detto m.o H.to Thaone;Pierre;Christini;Lantosque;Partie 1;;;;112;114;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/114
152;10;1582;10;25;Mandement volontaire;Mand.to volon.o di d.to χρino q.a detto m.o H.to Thaone;Honoré;Thaon;Lantosque;Partie 2;;;;112;114;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/114
153;10;1582;10;29;Convention;Conventione di Loiseta rel.ta di fu Fran.co Bensa & di H.ta moglie di m.o Antio Aguglione et di H.to Moissino signori;Honoré;Moissin Signori;;Partie 1;;;;113;114;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/114
153;10;1582;10;29;Convention;Conventione di Loiseta rel.ta di fu Fran.co Bensa & di H.ta moglie di m.o Antio Aguglione et di H.to Moissino signori;François †;Bensa;Villars;Partie 2;;;;113;114;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/114
153;10;1582;10;29;Convention;Conventione di Loiseta rel.ta di fu Fran.co Bensa & di H.ta moglie di m.o Antio Aguglione et di H.to Moissino signori;Honorate;Bensa;;Partie 3;;;;113;114;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/114
153;10;1582;10;29;Convention;Conventione di Loiseta rel.ta di fu Fran.co Bensa & di H.ta moglie di m.o Antio Aguglione et di H.to Moissino signori;Antoine;Aguglion;Utelle;Partie 4;;;;113;114;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/114
154;10;1582;11;2;Dation en paie;Insoluto datione per m.o Giacomo Doya et m.o Cipriano Doya da m.r Honorato Doya a loro padre;Honoré;Doya;Lantosque;Partie 1;;;;114;115;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/115
154;10;1582;11;2;Dation en paie;Insoluto datione per m.o Giacomo Doya et m.o Cipriano Doya da m.r Honorato Doya a loro padre;Jacques;Doya;Lantosque;Partie 2;;;;114;115;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/115
154;10;1582;11;2;Dation en paie;Insoluto datione per m.o Giacomo Doya et m.o Cipriano Doya da m.r Honorato Doya a loro padre;Cyprien;Doya;Lantosque;Partie 3;;;;114;115;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/115
155;10;1582;11;8;Quittance;Quitansa di H.to Gaglio ??? da Cattarina rel.ta di Orvetto Otto;Catherine;Gaglio;Lantosque;Partie 1;;;;115;117;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/117
155;10;1582;11;8;Quittance;Quitansa di H.to Gaglio ??? da Cattarina rel.ta di Orvetto Otto;Orvetto;Otto;Lantosque;Partie 2;;;;115;117;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/117
155;10;1582;11;8;Quittance;Quitansa di H.to Gaglio ??? da Cattarina rel.ta di Orvetto Otto;Honoré;Gaglio;Lantosque;Partie 3;;;;115;117;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/117
155;10;1582;11;8;Quittance;Quitansa di H.to Gaglio ??? da Cattarina rel.ta di Orvetto Otto;Pascale †;Gaglio;Lantosque;Partie 4;;;;115;117;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/117
156;10;1582;11;8;Contentieux & promesse;Contensa con promiss.a nella causa di m.r Nicolao Thaone p una parte & m.r Antio Lanti not.o per l’altro;Nicolas;Thaon;Lantosque;Partie 1;;;;116;117;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/117
156;10;1582;11;8;Contentieux & promesse;Contensa con promiss.a nella causa di m.r Nicolao Thaone p una parte & m.r Antio Lanti not.o per l’altro;Antoine;Lanti;Lantosque;Partie 2;;;;116;117;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/117
157;10;1582;11;15;Acapte;Novo accapito dil no.le m.r Gio Peire & dil p.bo m.o Guivenale Auda;Jean;Peire;Nice;Partie 1;;;;117;118;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/118
157;10;1582;11;15;Acapte;Novo accapito dil no.le m.r Gio Peire & dil p.bo m.o Guivenale Auda;Juvénal;Auda;Lantosque;Partie 2;;;;117;118;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/118
157;10;1582;11;15;Acapte;Novo accapito dil no.le m.r Gio Peire & dil p.bo m.o Guivenale Auda;Tonon †;Auda;Lantosque;Partie 3;;;;117;118;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/118
158;10;1582;11;20;Quittance;Quitansa ?nale de Pietro Malaucena da m.r χρoforo Anselmo de Nizza;Pierre;Malaussena;Lantosque;Partie 1;;;;119;120;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/120
158;10;1582;11;20;Quittance;Quitansa ?nale de Pietro Malaucena da m.r χρoforo Anselmo de Nizza;Christophe;Anselmo;Nice;Partie 2;;;;119;120;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/120
159;10;1582;11;22;Bail à cheptel;Mearia di Batho di m.r Gio Peire & Antio Otto;Antoine;Otto Brondé;Lantosque;Partie 1;Acte barré;;;120;122;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/122
159;10;1582;11;22;Bail à cheptel;Mearia di Batho di m.r Gio Peire & Antio Otto;Jean;Peire;Nice;Partie 2;Acte barré;;;120;122;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/122
160;10;1582;11;22;Achat;Compra di Pietro χρino da m.r And.a Drago;André;Drago;Lantosque;Partie 1;Pierre Christino habitait Lantosque;;;121;122;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/122
160;10;1582;11;22;Achat;Compra di Pietro χρino da m.r And.a Drago;Isoard †;Moissin Pruno;Lantosque;Partie 2;Pierre Christino habitait Lantosque;;;121;122;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/122
160;10;1582;11;22;Achat;Compra di Pietro χρino da m.r And.a Drago;Pierre;Christini;Utelle;Partie 3;Pierre Christino habitait Lantosque;;;121;122;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/122
161;10;1582;11;22;Débit;Debito di m.r And.a Drago q.a Cipriano Passerone Gilli;Cyprien;Passeron Gili;Lantosque;Partie 1;;;;122;123;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/123
161;10;1582;11;22;Débit;Debito di m.r And.a Drago q.a Cipriano Passerone Gilli;André;Drago;Lantosque;Partie 2;;;;122;123;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/123
162;10;1582;11;22;Convention & Accord;Conventione & accordio dil no.le m.r Gio Peire mercada di Nizza & di Gio Cerre magioro di Lantosca contimente arrondamento;Jean;Peire;Nice;Partie 1;Jean Peire est marchand à Nice;;Loda;122;124;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/124
162;10;1582;11;22;Convention & Accord;Conventione & accordio dil no.le m.r Gio Peire mercada di Nizza & di Gio Cerre magioro di Lantosca contimente arrondamento;Jean (Senior);Serre;Lantosque;Partie 2;Jean Peire est marchand à Nice;;Loda;122;124;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/124
162;10;1582;11;22;Convention & Accord;Conventione & accordio dil no.le m.r Gio Peire mercada di Nizza & di Gio Cerre magioro di Lantosca contimente arrondamento;Jean Mathieu †;Serre;Lantosque;Partie 3;Jean Peire est marchand à Nice;;Loda;122;124;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/124
163;10;1582;11;22;Débit;Debito dil no.le m.r Gio Peire contra Antio Sicardo minore et Gio.ta soa consorte;Antoine (Junior);Sicard Flotel;Lantosque;Partie 1;;;;123;125;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/125
163;10;1582;11;22;Débit;Debito dil no.le m.r Gio Peire contra Antio Sicardo minore et Gio.ta soa consorte;Jean †;Sicard Flotel;Lantosque;Partie 2;;;;123;125;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/125
163;10;1582;11;22;Débit;Debito dil no.le m.r Gio Peire contra Antio Sicardo minore et Gio.ta soa consorte;Jeannette;;;Partie 3;;;;123;125;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/125
163;10;1582;11;22;Débit;Debito dil no.le m.r Gio Peire contra Antio Sicardo minore et Gio.ta soa consorte;Jean;Peire;Nice;Partie 4;;;;123;125;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/125
164;10;1582;11;24;Mandement volontaire;Mandamento volon.o di Durando Turrino q.a Cipriano Passerone Gilli;Cyprien;Passeron Gili;Lantosque;Partie 1;;;;124;126;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/126
164;10;1582;11;24;Mandement volontaire;Mandamento volon.o di Durando Turrino q.a Cipriano Passerone Gilli;Durand;Torrin;Lantosque;Partie 2;;;;124;126;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/126
165;10;1582;11;24;Achat;Compra di m.r H.to Thaone chirurg.co & Pietro Malaucena;Pierre;Malaussena;Lantosque;Partie 1;"Acte barré ; Honoré Thaon est chirurgien";;;125;126;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/126
165;10;1582;11;24;Achat;Compra di m.r H.to Thaone chirurg.co & Pietro Malaucena;Honoré;Thaon;Lantosque;Partie 2;"Acte barré ; Honoré Thaon est chirurgien";;;125;126;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/126
166;10;1582;11;27;Procuration;Procura di Gio Passerone Gilli fatta a Bartho Passerone;Jean;Passeron Gili;Lantosque;Partie 1;;;;125;127;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/127
166;10;1582;11;27;Procuration;Procura di Gio Passerone Gilli fatta a Bartho Passerone;Erige;Buffon;Lantosque;Partie 2;;;;125;127;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/127
166;10;1582;11;27;Procuration;Procura di Gio Passerone Gilli fatta a Bartho Passerone;Philippon;Buffon;Lantosque;Partie 3;;;;125;127;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/127
166;10;1582;11;27;Procuration;Procura di Gio Passerone Gilli fatta a Bartho Passerone;Barthélemy;Passeron;;Partie 4;;;;125;127;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/127
167;10;1582;12;1;Procuration;Procura di Giacobo Baldino di Robione fatta a m.o Gio Rostagno;Jacques;Baldino;Robion;Partie 1;;;;125;127;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/127
167;10;1582;12;1;Procuration;Procura di Giacobo Baldino di Robione fatta a m.o Gio Rostagno;Jean;Rostagno;Lantosque;Partie 2;;;;125;127;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/127
167;10;1582;12;1;Procuration;Procura di Giacobo Baldino di Robione fatta a m.o Gio Rostagno;Pierre;Maurino;;Partie 3;;;;125;127;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/127
168;10;1582;12;20;Mandement volontaire;Mand.to volon.o di Lud.co Pass.e & soi frali q.a Gio Lud.co Guigone;Jean Louis;Guigo;La Bollène;Partie 1;;;;126;127;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/127
168;10;1582;12;20;Mandement volontaire;Mand.to volon.o di Lud.co Pass.e & soi frali q.a Gio Lud.co Guigone;Louis;Passeron Rabon;;Partie 2;;;;126;127;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/127
168;10;1582;12;20;Mandement volontaire;Mand.to volon.o di Lud.co Pass.e & soi frali q.a Gio Lud.co Guigone;Jean Antoine;Passeron Rabon;;Partie 3;;;;126;127;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/127
168;10;1582;12;20;Mandement volontaire;Mand.to volon.o di Lud.co Pass.e & soi frali q.a Gio Lud.co Guigone;Christophe;Passeron Rabon;;Partie 4;;;;126;127;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/127
169;11;1583;1;3;Reconnaissance;Recognitione di Claudina figliola di fu And.a Thaone & moglie di And.a figliolo di Antio Otto da esso Antio co.ssa & quitanßa di Honorata soa di d.ta Claudina madre & di Pascale Thaono frale;André;Otto;Lantosque;Partie 1;Avec l’honête Honorate mère de la dite Claudine et Pascal Thaon frère de la dite Claudine;;;126;128;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/128
169;11;1583;1;3;Reconnaissance;Recognitione di Claudina figliola di fu And.a Thaone & moglie di And.a figliolo di Antio Otto da esso Antio co.ssa & quitanßa di Honorata soa di d.ta Claudina madre & di Pascale Thaono frale;Antoine;Otto;Lantosque;Partie 2;Avec l’honête Honorate mère de la dite Claudine et Pascal Thaon frère de la dite Claudine;;;126;128;Jean Antoine Auda;Lantosque;evangalli;3 E 113/1;https://archives06.fr/ark:/79346/765900.2436491/dao/0/128
